Date,Underlying_Price,Risk_Free_Rate_Raw,Risk_Free_Rate_Kalman,Dividend_Yield_Continuous,ATM_IV,Skew_90_110,Kurtosis_Wings,Options_Volume
2016-05-05,2049.5,0.006784696305390608,0.007479964537767187,0.022349970397478408,0.14446484023921344,0.12655378490995983,0.0754674591442395,4875
2016-05-06,2053.0,0.00823412719637453,0.007512945985264482,0.022242613051374715,0.13684550961237915,0.12241881727513174,0.07566378247595629,4805
2016-05-09,2060.0,0.0074789146424448045,0.007511457708254662,0.022231455775571153,0.1356230633576234,0.11953505160870385,0.07647737371337163,4583
2016-05-10,2083.29,0.006071690081869722,0.007448493015113254,0.022058348644659116,0.12724061829537262,0.11208735195214102,0.08034214043392301,4501
2016-05-11,2065.2,0.008574876047191881,0.007497752604421146,0.022560716106735584,0.13341770820432908,0.1204534865504646,0.07752129647796902,4709
2016-05-12,2065.55,0.008115723237587696,0.007524778028923454,0.022439021284458516,0.1306621362955363,0.12207785860404896,0.07884824780720512,4605
2016-05-13,2047.56,0.00771052427402949,0.007532901183737426,0.022401529160630644,0.1376023387901259,0.12840052095001628,0.07251178693292831,4633
2016-05-16,2067.58,0.009383823462048043,0.007613846713520623,0.022393112328590325,0.13225736817044387,0.13283530658278558,0.07771256313833405,4513
2016-05-17,2044.85,0.007636556716255525,0.007614839879589396,0.022636572371856442,0.14472521585936216,0.14038826391508996,0.07092769598680829,4672
2016-05-18,2041.71,0.0060166570932856725,0.007544947289369014,0.0225844053125864,0.1472336848944423,0.14285693687736867,0.07388485450945251,4708
2016-05-19,2038.65,0.008704227037996205,0.007595645535599649,0.022488371318497034,0.14708816060267696,0.137179586602993,0.08046725473521177,4577
2016-05-20,2049.76,0.007354468173367224,0.007585098237322254,0.02251022429139436,0.1350664860516728,0.1271085158903102,0.07728665435158211,4415
2016-05-23,2050.73,0.00882228882924944,0.007639203722506504,0.022532384735629473,0.1357337199181532,0.1328839722112445,0.07541053516029303,4260
2016-05-24,2076.96,0.009397051087851035,0.007716078850075708,0.022540969128161933,0.12260253037475068,0.11739267597147594,0.08013038091902423,4193
2016-05-25,2091.77,0.009249889522023507,0.0077831562843271645,0.02245591347384293,0.11712615158108498,0.11411367764433321,0.08726880602230712,4142
2016-05-26,2091.44,0.008084058338167612,0.007796315494979272,0.022416838694649367,0.11494300054378566,0.11163957505397458,0.09233039182239956,3928
2016-05-27,2097.38,0.008507750486555683,0.007827428353133433,0.02257062650150695,0.11091989648238194,0.10614489990778468,0.09581634975949303,3824
2016-05-31,2095.68,0.00836864027332944,0.007851096924266108,0.02253297277464231,0.12161330433398883,0.11908283406261283,0.09180055373534761,3918
2016-06-01,2099.9,0.008038489797041684,0.007859292090288022,0.02265136421797547,0.11998402299014481,0.11750023720253826,0.08723083596159954,4048
2016-06-02,2102.58,0.008931449367903292,0.00790618024970155,0.022585074734314523,0.11650951447514321,0.11856303309343035,0.08900312422851747,3887
2016-06-03,2101.01,0.008596090693599092,0.007936351784745808,0.022583392429464787,0.11323495040176018,0.11483285278507244,0.09071012569298484,3848
2016-06-06,2111.3,0.008386323455123364,0.007956030188141214,0.02256300102737762,0.11782664192695887,0.10944007004962968,0.08808670166580836,4015
2016-06-07,2112.09,0.008319939197075289,0.00797194485288226,0.022405736570127496,0.11891641566177591,0.1104603220560015,0.09391813888211259,4295
2016-06-08,2118.63,0.006799445603909044,0.007920668484343888,0.02259611806350608,0.1178646709905046,0.1108186330643967,0.09704593402480688,4492
2016-06-09,2116.56,0.008611049414179714,0.007950860594932553,0.022569323802518835,0.1221353796988837,0.11853237682479062,0.09559530765829476,4513
